,year,code,value,system,subtype
2921,1997,BLKI.PHEN.SG,201,EBS,mean hatch date
2922,1998,BLKI.PHEN.SG,206,EBS,mean hatch date
2923,1999,BLKI.PHEN.SG,208,EBS,mean hatch date
2924,2000,BLKI.PHEN.SG,185,EBS,mean hatch date
2925,2001,BLKI.PHEN.SG,189,EBS,mean hatch date
2926,2002,BLKI.PHEN.SG,184,EBS,mean hatch date
2927,2003,BLKI.PHEN.SG,196,EBS,mean hatch date
2928,2004,BLKI.PHEN.SG,188,EBS,mean hatch date
2929,2005,BLKI.PHEN.SG,201,EBS,mean hatch date
2930,2006,BLKI.PHEN.SG,194,EBS,mean hatch date
2931,2007,BLKI.PHEN.SG,196,EBS,mean hatch date
2932,2008,BLKI.PHEN.SG,182,EBS,mean hatch date
2933,2009,BLKI.PHEN.SG,185,EBS,mean hatch date
2934,2010,BLKI.PHEN.SG,183,EBS,mean hatch date
2935,2012,BLKI.PHEN.SG,181,EBS,mean hatch date
2936,2013,BLKI.PHEN.SG,190,EBS,mean hatch date
2937,2014,BLKI.PHEN.SG,181,EBS,mean hatch date
2938,2015,BLKI.PHEN.SG,214,EBS,mean hatch date
2939,2016,BLKI.PHEN.SG,198,EBS,mean hatch date
2940,1976,COMU.PHEN.SG,216,EBS,mean hatch date
2941,1977,COMU.PHEN.SG,216,EBS,mean hatch date
2942,1978,COMU.PHEN.SG,214,EBS,mean hatch date
2943,1981,COMU.PHEN.SG,210,EBS,mean hatch date
2944,1985,COMU.PHEN.SG,214,EBS,mean hatch date
2945,1986,COMU.PHEN.SG,216,EBS,mean hatch date
2946,1987,COMU.PHEN.SG,213,EBS,mean hatch date
2947,1988,COMU.PHEN.SG,212,EBS,mean hatch date
2948,1989,COMU.PHEN.SG,217,EBS,mean hatch date
2949,1991,COMU.PHEN.SG,211,EBS,mean hatch date
2950,1992,COMU.PHEN.SG,211,EBS,mean hatch date
2951,1993,COMU.PHEN.SG,208,EBS,mean hatch date
2952,1994,COMU.PHEN.SG,218,EBS,mean hatch date
2953,1995,COMU.PHEN.SG,217,EBS,mean hatch date
2954,1996,COMU.PHEN.SG,220,EBS,mean hatch date
2955,1997,COMU.PHEN.SG,220,EBS,mean hatch date
2956,1998,COMU.PHEN.SG,228,EBS,mean hatch date
2957,1999,COMU.PHEN.SG,218,EBS,mean hatch date
2958,2000,COMU.PHEN.SG,215,EBS,mean hatch date
2959,2001,COMU.PHEN.SG,215,EBS,mean hatch date
2960,2002,COMU.PHEN.SG,215,EBS,mean hatch date
2961,2003,COMU.PHEN.SG,214,EBS,mean hatch date
2962,2004,COMU.PHEN.SG,222,EBS,mean hatch date
2963,2005,COMU.PHEN.SG,218,EBS,mean hatch date
2964,2006,COMU.PHEN.SG,222,EBS,mean hatch date
2965,2007,COMU.PHEN.SG,220,EBS,mean hatch date
2966,2008,COMU.PHEN.SG,215,EBS,mean hatch date
2967,2009,COMU.PHEN.SG,212,EBS,mean hatch date
2968,2010,COMU.PHEN.SG,212,EBS,mean hatch date
2969,2011,COMU.PHEN.SG,213,EBS,mean hatch date
2970,2012,COMU.PHEN.SG,215,EBS,mean hatch date
2971,2013,COMU.PHEN.SG,211,EBS,mean hatch date
2972,2014,COMU.PHEN.SG,210,EBS,mean hatch date
2973,2015,COMU.PHEN.SG,225,EBS,mean hatch date
2974,1978,COMU.PROD.SG,0.7,EBS,
2975,1981,COMU.PROD.SG,0.4,EBS,
2976,1985,COMU.PROD.SG,0.67,EBS,
2977,1986,COMU.PROD.SG,0.27,EBS,
2978,1987,COMU.PROD.SG,0.8,EBS,
2979,1988,COMU.PROD.SG,0.72,EBS,
2980,1989,COMU.PROD.SG,0.42,EBS,
2981,1991,COMU.PROD.SG,0.6,EBS,
2982,1992,COMU.PROD.SG,0.44,EBS,
2983,1993,COMU.PROD.SG,0.63,EBS,
2984,1994,COMU.PROD.SG,0.49,EBS,
2985,1995,COMU.PROD.SG,0.6,EBS,
2986,1996,COMU.PROD.SG,0.51,EBS,
2987,1997,COMU.PROD.SG,0.33,EBS,
2988,1998,COMU.PROD.SG,0.13,EBS,
2989,1999,COMU.PROD.SG,0.55,EBS,
2990,2000,COMU.PROD.SG,0.65,EBS,
2991,2001,COMU.PROD.SG,0.56,EBS,
2992,2002,COMU.PROD.SG,0.6,EBS,
2993,2003,COMU.PROD.SG,0.4,EBS,
2994,2004,COMU.PROD.SG,0.59,EBS,
2995,2005,COMU.PROD.SG,0.25,EBS,
2996,2006,COMU.PROD.SG,0.12,EBS,
2997,2007,COMU.PROD.SG,0.68,EBS,
2998,2008,COMU.PROD.SG,0.45,EBS,
2999,2009,COMU.PROD.SG,0.57,EBS,
3000,2010,COMU.PROD.SG,0.51,EBS,
3001,2011,COMU.PROD.SG,0.27,EBS,
3002,2012,COMU.PROD.SG,0.46,EBS,
3003,2013,COMU.PROD.SG,0.62,EBS,
3004,2014,COMU.PROD.SG,0.61,EBS,
3005,2015,COMU.PROD.SG,0.3,EBS,
3006,2016,COMU.PROD.SG,0,EBS,
3007,1976,TBMU.PHEN.SG,216,EBS,
3008,1977,TBMU.PHEN.SG,217,EBS,
3009,1978,TBMU.PHEN.SG,210,EBS,
3010,1981,TBMU.PHEN.SG,207,EBS,
3011,1985,TBMU.PHEN.SG,214,EBS,
3012,1986,TBMU.PHEN.SG,215,EBS,
3013,1987,TBMU.PHEN.SG,211,EBS,
3014,1988,TBMU.PHEN.SG,226,EBS,
3015,1989,TBMU.PHEN.SG,218,EBS,
3016,1990,TBMU.PHEN.SG,208,EBS,
3017,1991,TBMU.PHEN.SG,208,EBS,
3018,1992,TBMU.PHEN.SG,206,EBS,
3019,1993,TBMU.PHEN.SG,207,EBS,
3020,1994,TBMU.PHEN.SG,214,EBS,
3021,1995,TBMU.PHEN.SG,209,EBS,
3022,1996,TBMU.PHEN.SG,218,EBS,
3023,1997,TBMU.PHEN.SG,215,EBS,
3024,1998,TBMU.PHEN.SG,221,EBS,
3025,1999,TBMU.PHEN.SG,215,EBS,
3026,2000,TBMU.PHEN.SG,211,EBS,
3027,2001,TBMU.PHEN.SG,213,EBS,
3028,2002,TBMU.PHEN.SG,209,EBS,
3029,2003,TBMU.PHEN.SG,209,EBS,
3030,2004,TBMU.PHEN.SG,216,EBS,
3031,2005,TBMU.PHEN.SG,217,EBS,
3032,2006,TBMU.PHEN.SG,215,EBS,
3033,2007,TBMU.PHEN.SG,216,EBS,
3034,2008,TBMU.PHEN.SG,209,EBS,
3035,2009,TBMU.PHEN.SG,208,EBS,
3036,2010,TBMU.PHEN.SG,208,EBS,
3037,2011,TBMU.PHEN.SG,210,EBS,
3038,2012,TBMU.PHEN.SG,210,EBS,
3039,2013,TBMU.PHEN.SG,208,EBS,
3040,2014,TBMU.PHEN.SG,209,EBS,
3041,2015,TBMU.PHEN.SG,219,EBS,
3042,1977,TBMU.PROD.SG,0.43,EBS,
3043,1978,TBMU.PROD.SG,0.51,EBS,
3044,1981,TBMU.PROD.SG,0.42,EBS,
3045,1984,TBMU.PROD.SG,0.73,EBS,
3046,1985,TBMU.PROD.SG,0.61,EBS,
3047,1986,TBMU.PROD.SG,0.22,EBS,
3048,1987,TBMU.PROD.SG,0.67,EBS,
3049,1988,TBMU.PROD.SG,0.64,EBS,
3050,1989,TBMU.PROD.SG,0.54,EBS,
3051,1990,TBMU.PROD.SG,0.6,EBS,
3052,1991,TBMU.PROD.SG,0.63,EBS,
3053,1992,TBMU.PROD.SG,0.59,EBS,
3054,1993,TBMU.PROD.SG,0.68,EBS,
3055,1994,TBMU.PROD.SG,0.54,EBS,
3056,1995,TBMU.PROD.SG,0.52,EBS,
3057,1996,TBMU.PROD.SG,0.5,EBS,
3058,1997,TBMU.PROD.SG,0.48,EBS,
3059,1998,TBMU.PROD.SG,0.45,EBS,
3060,1999,TBMU.PROD.SG,0.63,EBS,
3061,2000,TBMU.PROD.SG,0.62,EBS,
3062,2001,TBMU.PROD.SG,0.56,EBS,
3063,2002,TBMU.PROD.SG,0.55,EBS,
3064,2003,TBMU.PROD.SG,0.43,EBS,
3065,2004,TBMU.PROD.SG,0.45,EBS,
3066,2005,TBMU.PROD.SG,0.32,EBS,
3067,2006,TBMU.PROD.SG,0.4,EBS,
3068,2007,TBMU.PROD.SG,0.59,EBS,
3069,2008,TBMU.PROD.SG,0.48,EBS,
3070,2009,TBMU.PROD.SG,0.62,EBS,
3071,2010,TBMU.PROD.SG,0.38,EBS,
3072,2011,TBMU.PROD.SG,0.16,EBS,
3073,2012,TBMU.PROD.SG,0.53,EBS,
3074,2013,TBMU.PROD.SG,0.58,EBS,
3075,2014,TBMU.PROD.SG,0.55,EBS,
3076,2015,TBMU.PROD.SG,0.25,EBS,
3077,1975,COMU.PHEN.SP,229,EBS,mean hatch date
3078,1976,COMU.PHEN.SP,215,EBS,mean hatch date
3079,1977,COMU.PHEN.SP,226,EBS,mean hatch date
3080,1978,COMU.PHEN.SP,206,EBS,mean hatch date
3081,1985,COMU.PHEN.SP,220,EBS,mean hatch date
3082,1986,COMU.PHEN.SP,214,EBS,mean hatch date
3083,1987,COMU.PHEN.SP,209,EBS,mean hatch date
3084,1988,COMU.PHEN.SP,213,EBS,mean hatch date
3085,1989,COMU.PHEN.SP,210,EBS,mean hatch date
3086,1990,COMU.PHEN.SP,210,EBS,mean hatch date
3087,1992,COMU.PHEN.SP,210,EBS,mean hatch date
3088,1996,COMU.PHEN.SP,216,EBS,mean hatch date
3089,1997,COMU.PHEN.SP,222,EBS,mean hatch date
3090,1998,COMU.PHEN.SP,225,EBS,mean hatch date
3091,2000,COMU.PHEN.SP,210,EBS,mean hatch date
3092,2001,COMU.PHEN.SP,211,EBS,mean hatch date
3093,2002,COMU.PHEN.SP,219,EBS,mean hatch date
3094,2003,COMU.PHEN.SP,209,EBS,mean hatch date
3095,2004,COMU.PHEN.SP,221,EBS,mean hatch date
3096,2005,COMU.PHEN.SP,229,EBS,mean hatch date
3097,2006,COMU.PHEN.SP,222,EBS,mean hatch date
3098,2007,COMU.PHEN.SP,217,EBS,mean hatch date
3099,2008,COMU.PHEN.SP,217,EBS,mean hatch date
3100,2009,COMU.PHEN.SP,212,EBS,mean hatch date
3101,2010,COMU.PHEN.SP,213,EBS,mean hatch date
3102,2011,COMU.PHEN.SP,209,EBS,mean hatch date
3103,2012,COMU.PHEN.SP,215,EBS,mean hatch date
3104,2013,COMU.PHEN.SP,210,EBS,mean hatch date
3105,2014,COMU.PHEN.SP,211,EBS,mean hatch date
3106,2015,COMU.PHEN.SP,220,EBS,mean hatch date
3107,1976,COMU.PROD.SP,0.56,EBS,
3108,1978,COMU.PROD.SP,0.61,EBS,
3109,1985,COMU.PROD.SP,0.59,EBS,
3110,1986,COMU.PROD.SP,0.45,EBS,
3111,1987,COMU.PROD.SP,0.61,EBS,
3112,1988,COMU.PROD.SP,0.67,EBS,
3113,1989,COMU.PROD.SP,0.55,EBS,
3114,1990,COMU.PROD.SP,0.55,EBS,
3115,1992,COMU.PROD.SP,0.48,EBS,
3116,1996,COMU.PROD.SP,0.5,EBS,
3117,1997,COMU.PROD.SP,0.38,EBS,
3118,1998,COMU.PROD.SP,0.15,EBS,
3119,1999,COMU.PROD.SP,0.51,EBS,
3120,2000,COMU.PROD.SP,0.6,EBS,
3121,2001,COMU.PROD.SP,0.67,EBS,
3122,2002,COMU.PROD.SP,0.52,EBS,
3123,2003,COMU.PROD.SP,0.58,EBS,
3124,2004,COMU.PROD.SP,0.47,EBS,
3125,2005,COMU.PROD.SP,0.3,EBS,
3126,2006,COMU.PROD.SP,0.48,EBS,
3127,2007,COMU.PROD.SP,0.36,EBS,
3128,2008,COMU.PROD.SP,0.47,EBS,
3129,2009,COMU.PROD.SP,0.55,EBS,
3130,2010,COMU.PROD.SP,0.49,EBS,
3131,2011,COMU.PROD.SP,0.42,EBS,
3132,2012,COMU.PROD.SP,0.38,EBS,
3133,2013,COMU.PROD.SP,0.64,EBS,
3134,2014,COMU.PROD.SP,0.53,EBS,
3135,2015,COMU.PROD.SP,0.53,EBS,
3136,2016,COMU.PROD.SP,0,EBS,
3137,1975,TBMU.PHEN.SP,210,EBS,
3138,1976,TBMU.PHEN.SP,213,EBS,
3139,1977,TBMU.PHEN.SP,211,EBS,
3140,1978,TBMU.PHEN.SP,207,EBS,
3141,1984,TBMU.PHEN.SP,216,EBS,
3142,1985,TBMU.PHEN.SP,220,EBS,
3143,1986,TBMU.PHEN.SP,214,EBS,
3144,1987,TBMU.PHEN.SP,213,EBS,
3145,1988,TBMU.PHEN.SP,219,EBS,
3146,1989,TBMU.PHEN.SP,221,EBS,
3147,1990,TBMU.PHEN.SP,213,EBS,
3148,1992,TBMU.PHEN.SP,215,EBS,
3149,1996,TBMU.PHEN.SP,221,EBS,
3150,1997,TBMU.PHEN.SP,226,EBS,
3151,1998,TBMU.PHEN.SP,226,EBS,
3152,1999,TBMU.PHEN.SP,215,EBS,
3153,2000,TBMU.PHEN.SP,214,EBS,
3154,2001,TBMU.PHEN.SP,217,EBS,
3155,2002,TBMU.PHEN.SP,221,EBS,
3156,2003,TBMU.PHEN.SP,219,EBS,
3157,2004,TBMU.PHEN.SP,228,EBS,
3158,2005,TBMU.PHEN.SP,229,EBS,
3159,2006,TBMU.PHEN.SP,226,EBS,
3160,2007,TBMU.PHEN.SP,218,EBS,
3161,2008,TBMU.PHEN.SP,214,EBS,
3162,2009,TBMU.PHEN.SP,213,EBS,
3163,2010,TBMU.PHEN.SP,212,EBS,
3164,2011,TBMU.PHEN.SP,216,EBS,
3165,2012,TBMU.PHEN.SP,216,EBS,
3166,2013,TBMU.PHEN.SP,212,EBS,
3167,2014,TBMU.PHEN.SP,216,EBS,
3168,2015,TBMU.PHEN.SP,220,EBS,
3169,1976,TBMU.PROD.SP,0.72,EBS,
3170,1977,TBMU.PROD.SP,0.49,EBS,
3171,1978,TBMU.PROD.SP,0.65,EBS,
3172,1984,TBMU.PROD.SP,0.09,EBS,
3173,1985,TBMU.PROD.SP,0.4,EBS,
3174,1986,TBMU.PROD.SP,0.45,EBS,
3175,1987,TBMU.PROD.SP,0.5,EBS,
3176,1988,TBMU.PROD.SP,0.5,EBS,
3177,1989,TBMU.PROD.SP,0.48,EBS,
3178,1990,TBMU.PROD.SP,0.44,EBS,
3179,1992,TBMU.PROD.SP,0.43,EBS,
3180,1996,TBMU.PROD.SP,0.51,EBS,
3181,1997,TBMU.PROD.SP,0.36,EBS,
3182,1998,TBMU.PROD.SP,0.22,EBS,
3183,1999,TBMU.PROD.SP,0.47,EBS,
3184,2000,TBMU.PROD.SP,0.52,EBS,
3185,2001,TBMU.PROD.SP,0.5,EBS,
3186,2002,TBMU.PROD.SP,0.5,EBS,
3187,2003,TBMU.PROD.SP,0.47,EBS,
3188,2004,TBMU.PROD.SP,0.41,EBS,
3189,2005,TBMU.PROD.SP,0.37,EBS,
3190,2006,TBMU.PROD.SP,0.46,EBS,
3191,2007,TBMU.PROD.SP,0.48,EBS,
3192,2008,TBMU.PROD.SP,0.36,EBS,
3193,2009,TBMU.PROD.SP,0.55,EBS,
3194,2010,TBMU.PROD.SP,0.56,EBS,
3195,2011,TBMU.PROD.SP,0.48,EBS,
3196,2012,TBMU.PROD.SP,0.32,EBS,
3197,2013,TBMU.PROD.SP,0.52,EBS,
3198,2014,TBMU.PROD.SP,0.46,EBS,
3199,2015,TBMU.PROD.SP,0.53,EBS,
3200,1971,SBRD.ASSP.PROD,0.067,SCC,productivity
3201,1972,SBRD.ASSP.PROD,0.031,SCC,productivity
3202,1973,SBRD.ASSP.PROD,0.053,SCC,productivity
3203,1974,SBRD.ASSP.PROD,-0.042,SCC,productivity
3204,1975,SBRD.ASSP.PROD,-0.049,SCC,productivity
3205,1976,SBRD.ASSP.PROD,0.126,SCC,productivity
3206,1978,SBRD.ASSP.PROD,0.002,SCC,productivity
3207,1979,SBRD.ASSP.PROD,0.089,SCC,productivity
3208,1980,SBRD.ASSP.PROD,0.046,SCC,productivity
3209,1981,SBRD.ASSP.PROD,0.089,SCC,productivity
3210,1982,SBRD.ASSP.PROD,0.126,SCC,productivity
3211,1983,SBRD.ASSP.PROD,0.06,SCC,productivity
3212,1984,SBRD.ASSP.PROD,0.053,SCC,productivity
3213,1985,SBRD.ASSP.PROD,0.286,SCC,productivity
3214,1986,SBRD.ASSP.PROD,0.191,SCC,productivity
3215,1987,SBRD.ASSP.PROD,0.184,SCC,productivity
3216,1988,SBRD.ASSP.PROD,-0.005,SCC,productivity
3217,1989,SBRD.ASSP.PROD,-0.275,SCC,productivity
3218,1990,SBRD.ASSP.PROD,0.264,SCC,productivity
3219,1991,SBRD.ASSP.PROD,0.286,SCC,productivity
3220,1992,SBRD.ASSP.PROD,0.133,SCC,productivity
3221,1993,SBRD.ASSP.PROD,0.089,SCC,productivity
3222,1994,SBRD.ASSP.PROD,0.031,SCC,productivity
3223,1995,SBRD.ASSP.PROD,-0.064,SCC,productivity
3224,1996,SBRD.ASSP.PROD,-0.122,SCC,productivity
3225,1997,SBRD.ASSP.PROD,-0.239,SCC,productivity
3226,1998,SBRD.ASSP.PROD,-0.144,SCC,productivity
3227,1999,SBRD.ASSP.PROD,-0.224,SCC,productivity
3228,2000,SBRD.ASSP.PROD,0.009,SCC,productivity
3229,2001,SBRD.ASSP.PROD,-0.1,SCC,productivity
3230,2002,SBRD.ASSP.PROD,-0.173,SCC,productivity
3231,2003,SBRD.ASSP.PROD,-0.013,SCC,productivity
3232,2004,SBRD.ASSP.PROD,-0.1,SCC,productivity
3233,2005,SBRD.ASSP.PROD,-0.1,SCC,productivity
3234,2006,SBRD.ASSP.PROD,-0.202,SCC,productivity
3235,2007,SBRD.ASSP.PROD,-0.137,SCC,productivity
3236,2008,SBRD.ASSP.PROD,-0.158,SCC,productivity
3237,2009,SBRD.ASSP.PROD,-0.02,SCC,productivity
3238,2010,SBRD.ASSP.PROD,-0.027,SCC,productivity
3239,2011,SBRD.ASSP.PROD,-0.049,SCC,productivity
3240,2012,SBRD.ASSP.PROD,-0.1,SCC,productivity
3241,2013,SBRD.ASSP.PROD,0.075,SCC,productivity
3242,2014,SBRD.ASSP.PROD,0.097,SCC,productivity
3243,2015,SBRD.ASSP.PROD,-0.035,SCC,productivity
3244,1954,OYSTERCOND.SP,13.9,NCC,condition
3245,1955,OYSTERCOND.SP,12.1,NCC,condition
3246,1956,OYSTERCOND.SP,10.3,NCC,condition
3247,1957,OYSTERCOND.SP,9.8,NCC,condition
3248,1958,OYSTERCOND.SP,8.4,NCC,condition
3249,1959,OYSTERCOND.SP,8,NCC,condition
3250,1960,OYSTERCOND.SP,10.3,NCC,condition
3251,1961,OYSTERCOND.SP,8.3,NCC,condition
3252,1962,OYSTERCOND.SP,10.2,NCC,condition
3253,1963,OYSTERCOND.SP,9.1,NCC,condition
3254,1964,OYSTERCOND.SP,10,NCC,condition
3255,1965,OYSTERCOND.SP,11.9,NCC,condition
3256,1966,OYSTERCOND.SP,10.4,NCC,condition
3257,1967,OYSTERCOND.SP,9.7,NCC,condition
3258,1968,OYSTERCOND.SP,10.5,NCC,condition
3259,1969,OYSTERCOND.SP,9.4,NCC,condition
3260,1970,OYSTERCOND.SP,10.2,NCC,condition
3261,1971,OYSTERCOND.SP,10,NCC,condition
3262,1972,OYSTERCOND.SP,9.4,NCC,condition
3263,1973,OYSTERCOND.SP,10.3,NCC,condition
3264,1974,OYSTERCOND.SP,8.4,NCC,condition
3265,1975,OYSTERCOND.SP,9.5,NCC,condition
3266,1976,OYSTERCOND.SP,9.8,NCC,condition
3267,1977,OYSTERCOND.SP,9,NCC,condition
3268,1978,OYSTERCOND.SP,8.4,NCC,condition
3269,1979,OYSTERCOND.SP,8.8,NCC,condition
3270,1980,OYSTERCOND.SP,8.1,NCC,condition
3271,1981,OYSTERCOND.SP,7.1,NCC,condition
3272,1982,OYSTERCOND.SP,7.7,NCC,condition
3273,1983,OYSTERCOND.SP,5.5,NCC,condition
3274,1984,OYSTERCOND.SP,7.5,NCC,condition
3275,1985,OYSTERCOND.SP,8.7,NCC,condition
3276,1986,OYSTERCOND.SP,8.3,NCC,condition
3277,1987,OYSTERCOND.SP,6.1,NCC,condition
3278,1988,OYSTERCOND.SP,7.8,NCC,condition
3279,1989,OYSTERCOND.SP,7.1,NCC,condition
3280,1990,OYSTERCOND.SP,5.1,NCC,condition
3281,1991,OYSTERCOND.SP,6,NCC,condition
3282,1992,OYSTERCOND.SP,6,NCC,condition
3283,1993,OYSTERCOND.SP,7.9,NCC,condition
3284,1994,OYSTERCOND.SP,8.2,NCC,condition
3285,1995,OYSTERCOND.SP,8.7,NCC,condition
3286,1996,OYSTERCOND.SP,8,NCC,condition
3287,1997,OYSTERCOND.SP,7.7,NCC,condition
3288,1998,OYSTERCOND.SP,9.2,NCC,condition
3289,1999,OYSTERCOND.SP,9.6,NCC,condition
3290,2000,OYSTERCOND.SP,9.3,NCC,condition
3291,2001,OYSTERCOND.SP,10.8,NCC,condition
3292,2002,OYSTERCOND.SP,10.4,NCC,condition
3293,2003,OYSTERCOND.SP,10.3,NCC,condition
3294,2004,OYSTERCOND.SP,10.3,NCC,condition
3295,2005,OYSTERCOND.SP,9.6,NCC,condition
3296,2006,OYSTERCOND.SP,12.2,NCC,condition
3297,2007,OYSTERCOND.SP,10.8,NCC,condition
3298,2008,OYSTERCOND.SP,9,NCC,condition
3299,2009,OYSTERCOND.SP,11.3,NCC,condition
3300,2010,OYSTERCOND.SP,12.1,NCC,condition
3301,2011,OYSTERCOND.SP,10.7,NCC,condition
3302,2012,OYSTERCOND.SP,11.2,NCC,condition
3303,2013,OYSTERCOND.SP,11.1,NCC,condition
3304,2014,OYSTERCOND.SP,13.3,NCC,condition
3305,2015,OYSTERCOND.SP,13.5,NCC,condition
3306,2016,OYSTERCOND.SP,10.2,NCC,condition
3307,1982,COEI.HD,190,EBS,phenology
3308,1983,COEI.HD,177,EBS,phenology
3309,1987,COEI.HD,180,EBS,phenology
3310,1989,COEI.HD,183,EBS,phenology
3311,1990,COEI.HD,173,EBS,phenology
3312,1991,COEI.HD,177,EBS,phenology
3313,1992,COEI.HD,185,EBS,phenology
3314,1993,COEI.HD,175,EBS,phenology
3315,1994,COEI.HD,175,EBS,phenology
3316,1995,COEI.HD,174,EBS,phenology
3317,1996,COEI.HD,172,EBS,phenology
3318,1997,COEI.HD,170,EBS,phenology
3319,1998,COEI.HD,179,EBS,phenology
3320,1999,COEI.HD,181,EBS,phenology
3321,2000,COEI.HD,182,EBS,phenology
3322,2001,COEI.HD,181,EBS,phenology
3323,2002,COEI.HD,175,EBS,phenology
3324,2003,COEI.HD,173,EBS,phenology
3325,2004,COEI.HD,170,EBS,phenology
3326,2005,COEI.HD,170,EBS,phenology
3327,2006,COEI.HD,182,EBS,phenology
3328,2007,COEI.HD,172,EBS,phenology
3329,2008,COEI.HD,177,EBS,phenology
3330,2009,COEI.HD,177,EBS,phenology
3331,2010,COEI.HD,175,EBS,phenology
3332,2011,COEI.HD,174,EBS,phenology
3333,2012,COEI.HD,184,EBS,phenology
3334,2013,COEI.HD,183,EBS,phenology
3335,2014,COEI.HD,169,EBS,phenology
3336,2015,COEI.HD,171,EBS,phenology
3337,2016,COEI.HD,169,EBS,phenology
3338,1982,GLGU.HD,186,EBS,phenology
3339,1983,GLGU.HD,172,EBS,phenology
3340,1984,GLGU.HD,177,EBS,phenology
3341,1985,GLGU.HD,184,EBS,phenology
3342,1986,GLGU.HD,178,EBS,phenology
3343,1987,GLGU.HD,179,EBS,phenology
3344,1988,GLGU.HD,175,EBS,phenology
3345,1989,GLGU.HD,173,EBS,phenology
3346,1990,GLGU.HD,170,EBS,phenology
3347,1991,GLGU.HD,169,EBS,phenology
3348,1992,GLGU.HD,179,EBS,phenology
3349,1993,GLGU.HD,171,EBS,phenology
3350,1994,GLGU.HD,168,EBS,phenology
3351,1995,GLGU.HD,168,EBS,phenology
3352,1996,GLGU.HD,167,EBS,phenology
3353,1997,GLGU.HD,168,EBS,phenology
3354,1998,GLGU.HD,173,EBS,phenology
3355,1999,GLGU.HD,177,EBS,phenology
3356,2000,GLGU.HD,175,EBS,phenology
3357,2001,GLGU.HD,175,EBS,phenology
3358,2002,GLGU.HD,168,EBS,phenology
3359,2003,GLGU.HD,164,EBS,phenology
3360,2004,GLGU.HD,163,EBS,phenology
3361,2005,GLGU.HD,165,EBS,phenology
3362,2006,GLGU.HD,176,EBS,phenology
3363,2007,GLGU.HD,166,EBS,phenology
3364,2008,GLGU.HD,173,EBS,phenology
3365,2009,GLGU.HD,174,EBS,phenology
3366,2010,GLGU.HD,171,EBS,phenology
3367,2011,GLGU.HD,172,EBS,phenology
3368,2012,GLGU.HD,181,EBS,phenology
3369,2013,GLGU.HD,180,EBS,phenology
3370,2014,GLGU.HD,166,EBS,phenology
3371,2015,GLGU.HD,168,EBS,phenology
3372,2016,GLGU.HD,173,EBS,phenology
3373,1982,SPEI.HD,189,EBS,phenology
3374,1983,SPEI.HD,175,EBS,phenology
3375,1984,SPEI.HD,182,EBS,phenology
3376,1985,SPEI.HD,185,EBS,phenology
3377,1986,SPEI.HD,184,EBS,phenology
3378,1987,SPEI.HD,179,EBS,phenology
3379,1988,SPEI.HD,179,EBS,phenology
3380,1989,SPEI.HD,183,EBS,phenology
3381,1990,SPEI.HD,174,EBS,phenology
3382,1991,SPEI.HD,173,EBS,phenology
3383,1992,SPEI.HD,185,EBS,phenology
3384,1993,SPEI.HD,175,EBS,phenology
3385,1994,SPEI.HD,175,EBS,phenology
3386,1995,SPEI.HD,175,EBS,phenology
3387,1996,SPEI.HD,171,EBS,phenology
3388,1997,SPEI.HD,170,EBS,phenology
3389,1998,SPEI.HD,179,EBS,phenology
3390,1999,SPEI.HD,179,EBS,phenology
3391,2000,SPEI.HD,181,EBS,phenology
3392,2001,SPEI.HD,184,EBS,phenology
3393,2002,SPEI.HD,173,EBS,phenology
3394,2003,SPEI.HD,173,EBS,phenology
3395,2004,SPEI.HD,168,EBS,phenology
3396,2005,SPEI.HD,171,EBS,phenology
3397,2006,SPEI.HD,180,EBS,phenology
3398,2007,SPEI.HD,174,EBS,phenology
3399,2008,SPEI.HD,176,EBS,phenology
3400,2009,SPEI.HD,177,EBS,phenology
3401,2010,SPEI.HD,172,EBS,phenology
3402,2011,SPEI.HD,176,EBS,phenology
3403,2012,SPEI.HD,184,EBS,phenology
3404,2013,SPEI.HD,183,EBS,phenology
3405,2014,SPEI.HD,169,EBS,phenology
3406,2015,SPEI.HD,173,EBS,phenology
3407,2016,SPEI.HD,169,EBS,phenology
3408,1985,COEI.EPN,6,EBS,reproductive mean
3409,1986,COEI.EPN,4.52,EBS,reproductive mean
3410,1987,COEI.EPN,5.41,EBS,reproductive mean
3411,1988,COEI.EPN,5.35,EBS,reproductive mean
3412,1989,COEI.EPN,5.68,EBS,reproductive mean
3413,1990,COEI.EPN,4.5,EBS,reproductive mean
3414,1991,COEI.EPN,4.76,EBS,reproductive mean
3415,1992,COEI.EPN,5.38,EBS,reproductive mean
3416,1993,COEI.EPN,4.43,EBS,reproductive mean
3417,1994,COEI.EPN,3.73,EBS,reproductive mean
3418,1995,COEI.EPN,5.08,EBS,reproductive mean
3419,1996,COEI.EPN,5.44,EBS,reproductive mean
3420,1997,COEI.EPN,4.53,EBS,reproductive mean
3421,1998,COEI.EPN,5.01,EBS,reproductive mean
3422,1999,COEI.EPN,4.47,EBS,reproductive mean
3423,2000,COEI.EPN,4.9,EBS,reproductive mean
3424,2001,COEI.EPN,4.1,EBS,reproductive mean
3425,2002,COEI.EPN,4.72,EBS,reproductive mean
3426,2003,COEI.EPN,4.28,EBS,reproductive mean
3427,2004,COEI.EPN,4.8,EBS,reproductive mean
