,year,code,value,system,subtype
2062,1997,CH.CO,5.112,WGOA,production
2063,1998,CH.CO,4.952,WGOA,production
2064,1999,CH.CO,5.091,WGOA,production
2065,2000,CH.CO,5.119,WGOA,production
2066,2001,CH.CO,4.693,WGOA,production
2067,2002,CH.CO,5.017,WGOA,production
2068,2004,CH.CO,NA,WGOA,production
2069,2005,CH.CO,4.594,WGOA,production
2070,2006,CH.CO,4.865,WGOA,production
2071,2007,CH.CO,5.208,WGOA,production
2072,2008,CH.CO,5.043,WGOA,production
2073,2009,CH.CO,5.202,WGOA,production
2074,2010,CH.CO,4.885,WGOA,production
2075,2011,CH.CO,4.523,WGOA,production
2076,2012,CH.CO,4.509,WGOA,production
2077,2013,CH.CO,5.122,WGOA,production
2078,2014,CH.CO,4.914,WGOA,production
2079,2015,CH.CO,4.973,WGOA,production
2080,2016,CH.CO,5.354,WGOA,production
2081,1950,CH.PI,4.288,WGOA,production
2082,1951,CH.PI,4.911,WGOA,production
2083,1952,CH.PI,5.136,WGOA,production
2084,1953,CH.PI,5.542,WGOA,production
2085,1954,CH.PI,5.915,WGOA,production
2086,1955,CH.PI,5.249,WGOA,production
2087,1956,CH.PI,5.484,WGOA,production
2088,1957,CH.PI,5.117,WGOA,production
2089,1958,CH.PI,4.826,WGOA,production
2090,1959,CH.PI,5.297,WGOA,production
2091,1960,CH.PI,5.649,WGOA,production
2092,1961,CH.PI,6.181,WGOA,production
2093,1962,CH.PI,6.221,WGOA,production
2094,1963,CH.PI,6.226,WGOA,production
2095,1964,CH.PI,6.049,WGOA,production
2096,1965,CH.PI,5.835,WGOA,production
2097,1966,CH.PI,5.037,WGOA,production
2098,1967,CH.PI,6.111,WGOA,production
2099,1968,CH.PI,6.25,WGOA,production
2100,1969,CH.PI,6.11,WGOA,production
2101,1970,CH.PI,5.787,WGOA,production
2102,1971,CH.PI,4.859,WGOA,production
2103,1972,CH.PI,4.406,WGOA,production
2104,1973,CH.PI,4.845,WGOA,production
2105,1974,CH.PI,4.821,WGOA,production
2106,1975,CH.PI,5.597,WGOA,production
2107,1976,CH.PI,5.782,WGOA,production
2108,1977,CH.PI,5.993,WGOA,production
2109,1978,CH.PI,6.28,WGOA,production
2110,1979,CH.PI,6.039,WGOA,production
2111,1980,CH.PI,6.065,WGOA,production
2112,1981,CH.PI,5.941,WGOA,production
2113,1982,CH.PI,5.507,WGOA,production
2114,1983,CH.PI,5.648,WGOA,production
2115,1984,CH.PI,5.204,WGOA,production
2116,1985,CH.PI,5.811,WGOA,production
2117,1986,CH.PI,5.392,WGOA,production
2118,1987,CH.PI,6.477,WGOA,production
2119,1988,CH.PI,NA,WGOA,production
2120,1989,CH.PI,5.74,WGOA,production
2121,1990,CH.PI,6.068,WGOA,production
2122,1991,CH.PI,6.191,WGOA,production
2123,1992,CH.PI,6.217,WGOA,production
2124,1993,CH.PI,5.634,WGOA,production
2125,1994,CH.PI,6.313,WGOA,production
2126,1995,CH.PI,5.277,WGOA,production
2127,1996,CH.PI,5.927,WGOA,production
2128,1997,CH.PI,5.89,WGOA,production
2129,1998,CH.PI,6.23,WGOA,production
2130,1999,CH.PI,5.632,WGOA,production
2131,2000,CH.PI,6.108,WGOA,production
2132,2001,CH.PI,NA,WGOA,production
2133,2002,CH.PI,5.701,WGOA,production
2134,2004,CH.PI,5.288,WGOA,production
2135,2005,CH.PI,5.584,WGOA,production
2136,2006,CH.PI,6.305,WGOA,production
2137,2007,CH.PI,6.378,WGOA,production
2138,2008,CH.PI,6.149,WGOA,production
2139,2009,CH.PI,5.69,WGOA,production
2140,2010,CH.PI,5.957,WGOA,production
2141,2011,CH.PI,5.139,WGOA,production
2142,2012,CH.PI,5.94,WGOA,production
2143,2013,CH.PI,5.547,WGOA,production
2144,2014,CH.PI,6.296,WGOA,production
2145,2015,CH.PI,5.143,WGOA,production
2146,2016,CH.PI,6.849,WGOA,production
2147,1950,SP.CO,4.746,WGOA,production
2148,1951,SP.CO,4.593,WGOA,production
2149,1952,SP.CO,4.68,WGOA,production
2150,1953,SP.CO,4.694,WGOA,production
2151,1954,SP.CO,4.651,WGOA,production
2152,1955,SP.CO,4.792,WGOA,production
2153,1956,SP.CO,4.698,WGOA,production
2154,1957,SP.CO,4.849,WGOA,production
2155,1958,SP.CO,3.929,WGOA,production
2156,1959,SP.CO,3.255,WGOA,production
2157,1960,SP.CO,4.017,WGOA,production
2158,1961,SP.CO,4.097,WGOA,production
2159,1962,SP.CO,4.217,WGOA,production
2160,1963,SP.CO,4.134,WGOA,production
2161,1964,SP.CO,4.534,WGOA,production
2162,1965,SP.CO,3.799,WGOA,production
2163,1966,SP.CO,3.462,WGOA,production
2164,1967,SP.CO,4.493,WGOA,production
2165,1968,SP.CO,4.037,WGOA,production
2166,1969,SP.CO,4.513,WGOA,production
2167,1970,SP.CO,4.228,WGOA,production
2168,1971,SP.CO,3.904,WGOA,production
2169,1972,SP.CO,3.819,WGOA,production
2170,1973,SP.CO,3.972,WGOA,production
2171,1974,SP.CO,1.826,WGOA,production
2172,1975,SP.CO,2.334,WGOA,production
2173,1976,SP.CO,3.324,WGOA,production
2174,1977,SP.CO,4.784,WGOA,production
2175,1978,SP.CO,5.553,WGOA,production
2176,1979,SP.CO,5.438,WGOA,production
2177,1980,SP.CO,5.21,WGOA,production
2178,1981,SP.CO,5.408,WGOA,production
2179,1982,SP.CO,5.106,WGOA,production
2180,1983,SP.CO,5.493,WGOA,production
2181,1984,SP.CO,5.237,WGOA,production
2182,1985,SP.CO,5.373,WGOA,production
2183,1986,SP.CO,5.352,WGOA,production
2184,1987,SP.CO,5.704,WGOA,production
2185,1988,SP.CO,5.647,WGOA,production
2186,1989,SP.CO,5.487,WGOA,production
2187,1990,SP.CO,5.501,WGOA,production
2188,1991,SP.CO,5.621,WGOA,production
2189,1992,SP.CO,5.343,WGOA,production
2190,1993,SP.CO,5.408,WGOA,production
2191,1994,SP.CO,5.422,WGOA,production
2192,1995,SP.CO,5.467,WGOA,production
2193,1996,SP.CO,5.049,WGOA,production
2194,1997,SP.CO,5.188,WGOA,production
2195,1998,SP.CO,5.284,WGOA,production
2196,1999,SP.CO,5.41,WGOA,production
2197,2000,SP.CO,5.331,WGOA,production
2198,2001,SP.CO,5.307,WGOA,production
2199,2002,SP.CO,5.117,WGOA,production
2200,2003,SP.CO,5.372,WGOA,production
2201,2004,SP.CO,5.157,WGOA,production
2202,2005,SP.CO,5.229,WGOA,production
2203,2006,SP.CO,5.179,WGOA,production
2204,2007,SP.CO,5.353,WGOA,production
2205,2008,SP.CO,5.395,WGOA,production
2206,2009,SP.CO,5.217,WGOA,production
2207,2010,SP.CO,5.186,WGOA,production
2208,2011,SP.CO,4.963,WGOA,production
2209,2012,SP.CO,5.468,WGOA,production
2210,2013,SP.CO,5.472,WGOA,production
2211,2014,SP.CO,5.424,WGOA,production
2212,2015,SP.CO,5.257,WGOA,production
2213,2016,SP.CO,5.545,WGOA,production
2214,1950,SP.PI,6.454,WGOA,production
2215,1951,SP.PI,5.958,WGOA,production
2216,1952,SP.PI,6.438,WGOA,production
2217,1953,SP.PI,6.308,WGOA,production
2218,1954,SP.PI,6.403,WGOA,production
2219,1955,SP.PI,6.438,WGOA,production
2220,1956,SP.PI,5.961,WGOA,production
2221,1957,SP.PI,6.142,WGOA,production
2222,1958,SP.PI,5.962,WGOA,production
2223,1959,SP.PI,6.078,WGOA,production
2224,1960,SP.PI,6.237,WGOA,production
2225,1961,SP.PI,6.293,WGOA,production
2226,1962,SP.PI,6.374,WGOA,production
2227,1963,SP.PI,6.438,WGOA,production
2228,1964,SP.PI,6.46,WGOA,production
2229,1965,SP.PI,5.48,WGOA,production
2230,1966,SP.PI,4.891,WGOA,production
2231,1967,SP.PI,6.11,WGOA,production
2232,1968,SP.PI,6.086,WGOA,production
2233,1969,SP.PI,6.24,WGOA,production
2234,1970,SP.PI,6.16,WGOA,production
2235,1971,SP.PI,4.893,WGOA,production
2236,1972,SP.PI,4.764,WGOA,production
2237,1973,SP.PI,5.003,WGOA,production
2238,1974,SP.PI,4.783,WGOA,production
2239,1975,SP.PI,6.374,WGOA,production
2240,1976,SP.PI,6.161,WGOA,production
2241,1977,SP.PI,6.747,WGOA,production
2242,1978,SP.PI,6.817,WGOA,production
2243,1979,SP.PI,6.896,WGOA,production
2244,1980,SP.PI,6.702,WGOA,production
2245,1981,SP.PI,6.828,WGOA,production
2246,1982,SP.PI,6.451,WGOA,production
2247,1983,SP.PI,7.064,WGOA,production
2248,1984,SP.PI,6.647,WGOA,production
2249,1985,SP.PI,6.605,WGOA,production
2250,1986,SP.PI,6.082,WGOA,production
2251,1987,SP.PI,6.848,WGOA,production
2252,1988,SP.PI,6.863,WGOA,production
2253,1989,SP.PI,6.457,WGOA,production
2254,1990,SP.PI,7.026,WGOA,production
2255,1991,SP.PI,6.99,WGOA,production
2256,1992,SP.PI,6.997,WGOA,production
2257,1993,SP.PI,6.963,WGOA,production
2258,1994,SP.PI,7.213,WGOA,production
2259,1995,SP.PI,6.344,WGOA,production
2260,1996,SP.PI,6.362,WGOA,production
2261,1997,SP.PI,6.906,WGOA,production
2262,1998,SP.PI,6.927,WGOA,production
2263,1999,SP.PI,6.552,WGOA,production
2264,2000,SP.PI,6.604,WGOA,production
2265,2001,SP.PI,6.337,WGOA,production
2266,2002,SP.PI,6.629,WGOA,production
2267,2003,SP.PI,6.824,WGOA,production
2268,2004,SP.PI,6.974,WGOA,production
2269,2005,SP.PI,6.63,WGOA,production
2270,2006,SP.PI,6.863,WGOA,production
2271,2007,SP.PI,7.104,WGOA,production
2272,2008,SP.PI,6.898,WGOA,production
2273,2009,SP.PI,5.921,WGOA,production
2274,2010,SP.PI,6.698,WGOA,production
2275,2011,SP.PI,5.69,WGOA,production
2276,2012,SP.PI,6.892,WGOA,production
2277,2013,SP.PI,5.858,WGOA,production
2278,2014,SP.PI,7.222,WGOA,production
2279,2015,SP.PI,6.478,WGOA,production
2280,2016,SP.PI,7.34,WGOA,production
2281,1950,BB.CO,4.628,EBS,production
2282,1951,BB.CO,3.7,EBS,production
2283,1952,BB.CO,3.664,EBS,production
2284,1953,BB.CO,4.372,EBS,production
2285,1954,BB.CO,4.323,EBS,production
2286,1955,BB.CO,4.802,EBS,production
2287,1956,BB.CO,4.837,EBS,production
2288,1957,BB.CO,5.133,EBS,production
2289,1958,BB.CO,4.239,EBS,production
2290,1959,BB.CO,4.208,EBS,production
2291,1960,BB.CO,4.315,EBS,production
2292,1961,BB.CO,4.594,EBS,production
2293,1962,BB.CO,4.616,EBS,production
2294,1963,BB.CO,4.563,EBS,production
2295,1964,BB.CO,3.908,EBS,production
2296,1965,BB.CO,4.531,EBS,production
2297,1966,BB.CO,4.731,EBS,production
2298,1967,BB.CO,4.97,EBS,production
2299,1968,BB.CO,4.91,EBS,production
2300,1969,BB.CO,4.161,EBS,production
2301,1970,BB.CO,4.104,EBS,production
2302,1971,BB.CO,4.145,EBS,production
2303,1972,BB.CO,4.756,EBS,production
2304,1973,BB.CO,4.641,EBS,production
2305,1974,BB.CO,4.665,EBS,production
2306,1975,BB.CO,4.426,EBS,production
2307,1976,BB.CO,5.03,EBS,production
2308,1977,BB.CO,4.974,EBS,production
2309,1978,BB.CO,5.469,EBS,production
2310,1979,BB.CO,5.542,EBS,production
2311,1980,BB.CO,5.576,EBS,production
2312,1981,BB.CO,5.792,EBS,production
2313,1982,BB.CO,5.108,EBS,production
2314,1983,BB.CO,5.771,EBS,production
2315,1984,BB.CO,5.214,EBS,production
2316,1985,BB.CO,5.26,EBS,production
2317,1986,BB.CO,4.816,EBS,production
2318,1987,BB.CO,5.306,EBS,production
2319,1988,BB.CO,5.38,EBS,production
2320,1989,BB.CO,5.014,EBS,production
2321,1990,BB.CO,5.071,EBS,production
2322,1991,BB.CO,5.282,EBS,production
2323,1992,BB.CO,4.862,EBS,production
2324,1993,BB.CO,5.244,EBS,production
2325,1994,BB.CO,4.694,EBS,production
2326,1995,BB.CO,5.098,EBS,production
2327,1996,BB.CO,4.703,EBS,production
2328,1997,BB.CO,5.1,EBS,production
2329,1998,BB.CO,4.291,EBS,production
2330,1999,BB.CO,5.117,EBS,production
2331,2000,BB.CO,4.233,EBS,production
2332,2001,BB.CO,3.925,EBS,production
2333,2002,BB.CO,4.636,EBS,production
2334,2003,BB.CO,4.857,EBS,production
2335,2004,BB.CO,4.872,EBS,production
2336,2005,BB.CO,4.902,EBS,production
2337,2006,BB.CO,4.716,EBS,production
2338,2007,BB.CO,4.956,EBS,production
2339,2008,BB.CO,4.773,EBS,production
2340,2009,BB.CO,5.019,EBS,production
2341,2010,BB.CO,4.135,EBS,production
2342,2011,BB.CO,5.029,EBS,production
2343,2012,BB.CO,5.13,EBS,production
2344,2013,BB.CO,5.458,EBS,production
2345,2014,BB.CO,4.481,EBS,production
2346,2015,BB.CO,4.959,EBS,production
2347,2016,BB.CO,5.38,EBS,production
2348,1982,Greenland.turbot.DEPTH,111.2699816,EBS,distribution
2349,1983,Greenland.turbot.DEPTH,109.2885533,EBS,distribution
2350,1984,Greenland.turbot.DEPTH,106.8716381,EBS,distribution
2351,1985,Greenland.turbot.DEPTH,106.7812555,EBS,distribution
2352,1986,Greenland.turbot.DEPTH,106.0576109,EBS,distribution
2353,1987,Greenland.turbot.DEPTH,107.9960207,EBS,distribution
2354,1988,Greenland.turbot.DEPTH,108.4028887,EBS,distribution
2355,1989,Greenland.turbot.DEPTH,107.5204213,EBS,distribution
2356,1990,Greenland.turbot.DEPTH,107.7337504,EBS,distribution
2357,1991,Greenland.turbot.DEPTH,106.3073036,EBS,distribution
2358,1992,Greenland.turbot.DEPTH,108.5740646,EBS,distribution
2359,1993,Greenland.turbot.DEPTH,110.3972336,EBS,distribution
2360,1994,Greenland.turbot.DEPTH,111.5372851,EBS,distribution
2361,1995,Greenland.turbot.DEPTH,111.484041,EBS,distribution
2362,1996,Greenland.turbot.DEPTH,109.9182135,EBS,distribution
2363,1997,Greenland.turbot.DEPTH,110.1759755,EBS,distribution
2364,1998,Greenland.turbot.DEPTH,109.7520587,EBS,distribution
2365,1999,Greenland.turbot.DEPTH,112.0549867,EBS,distribution
2366,2000,Greenland.turbot.DEPTH,110.7433708,EBS,distribution
2367,2001,Greenland.turbot.DEPTH,111.1001679,EBS,distribution
2368,2002,Greenland.turbot.DEPTH,110.5902233,EBS,distribution
2369,2003,Greenland.turbot.DEPTH,110.5909905,EBS,distribution
2370,2004,Greenland.turbot.DEPTH,109.8832919,EBS,distribution
2371,2005,Greenland.turbot.DEPTH,109.5965488,EBS,distribution
2372,2006,Greenland.turbot.DEPTH,109.8866802,EBS,distribution
2373,2007,Greenland.turbot.DEPTH,108.5725729,EBS,distribution
2374,2008,Greenland.turbot.DEPTH,108.0681596,EBS,distribution
2375,2009,Greenland.turbot.DEPTH,108.8521954,EBS,distribution
2376,2010,Greenland.turbot.DEPTH,109.9280357,EBS,distribution
2377,2011,Greenland.turbot.DEPTH,111.1171666,EBS,distribution
2378,2012,Greenland.turbot.DEPTH,109.6139617,EBS,distribution
2379,2013,Greenland.turbot.DEPTH,109.0511361,EBS,distribution
2380,2014,Greenland.turbot.DEPTH,109.2597528,EBS,distribution
2381,2015,Greenland.turbot.DEPTH,109.9601866,EBS,distribution
2382,2016,Greenland.turbot.DEPTH,109.5462411,EBS,distribution
2383,1982,Pacific.halibut.DEPTH,84.49569455,EBS,distribution
2384,1983,Pacific.halibut.DEPTH,83.71927015,EBS,distribution
2385,1984,Pacific.halibut.DEPTH,82.54716701,EBS,distribution
2386,1985,Pacific.halibut.DEPTH,83.31306435,EBS,distribution
2387,1986,Pacific.halibut.DEPTH,83.12500611,EBS,distribution
2388,1987,Pacific.halibut.DEPTH,82.97634505,EBS,distribution
2389,1988,Pacific.halibut.DEPTH,81.6357351,EBS,distribution
2390,1989,Pacific.halibut.DEPTH,83.4643549,EBS,distribution
2391,1990,Pacific.halibut.DEPTH,83.18250666,EBS,distribution
2392,1991,Pacific.halibut.DEPTH,82.92128931,EBS,distribution
2393,1992,Pacific.halibut.DEPTH,83.81446615,EBS,distribution
2394,1993,Pacific.halibut.DEPTH,80.88985354,EBS,distribution
2395,1994,Pacific.halibut.DEPTH,81.5484709,EBS,distribution
2396,1995,Pacific.halibut.DEPTH,81.51098201,EBS,distribution
2397,1996,Pacific.halibut.DEPTH,80.67232822,EBS,distribution
2398,1997,Pacific.halibut.DEPTH,81.16529405,EBS,distribution
2399,1998,Pacific.halibut.DEPTH,80.75948069,EBS,distribution
2400,1999,Pacific.halibut.DEPTH,80.94042727,EBS,distribution
2401,2000,Pacific.halibut.DEPTH,82.8952347,EBS,distribution
2402,2001,Pacific.halibut.DEPTH,81.50462753,EBS,distribution
2403,2002,Pacific.halibut.DEPTH,83.18786966,EBS,distribution
2404,2003,Pacific.halibut.DEPTH,82.40444592,EBS,distribution
2405,2004,Pacific.halibut.DEPTH,82.3805075,EBS,distribution
2406,2005,Pacific.halibut.DEPTH,82.63902762,EBS,distribution
2407,2006,Pacific.halibut.DEPTH,82.00779964,EBS,distribution
2408,2007,Pacific.halibut.DEPTH,82.18248445,EBS,distribution
2409,2008,Pacific.halibut.DEPTH,82.52072114,EBS,distribution
2410,2009,Pacific.halibut.DEPTH,80.71245005,EBS,distribution
2411,2010,Pacific.halibut.DEPTH,79.29021663,EBS,distribution
2412,2011,Pacific.halibut.DEPTH,80.10533923,EBS,distribution
2413,2012,Pacific.halibut.DEPTH,79.68972262,EBS,distribution
2414,2013,Pacific.halibut.DEPTH,79.75102794,EBS,distribution
2415,2014,Pacific.halibut.DEPTH,80.87714531,EBS,distribution
2416,2015,Pacific.halibut.DEPTH,80.16763129,EBS,distribution
2417,2016,Pacific.halibut.DEPTH,81.40576594,EBS,distribution
2418,1982,flathead.sole.DEPTH,102.6723141,EBS,distribution
2419,1983,flathead.sole.DEPTH,103.1554498,EBS,distribution
2420,1984,flathead.sole.DEPTH,103.1661663,EBS,distribution
2421,1985,flathead.sole.DEPTH,101.7705872,EBS,distribution
2422,1986,flathead.sole.DEPTH,105.5546165,EBS,distribution
2423,1987,flathead.sole.DEPTH,105.5401148,EBS,distribution
2424,1988,flathead.sole.DEPTH,107.350341,EBS,distribution
2425,1989,flathead.sole.DEPTH,106.0422422,EBS,distribution
2426,1990,flathead.sole.DEPTH,106.7296732,EBS,distribution
2427,1991,flathead.sole.DEPTH,106.0067159,EBS,distribution
2428,1992,flathead.sole.DEPTH,106.2044508,EBS,distribution
2429,1993,flathead.sole.DEPTH,106.1489763,EBS,distribution
2430,1994,flathead.sole.DEPTH,107.0861857,EBS,distribution
2431,1995,flathead.sole.DEPTH,107.5086568,EBS,distribution
2432,1996,flathead.sole.DEPTH,106.2543028,EBS,distribution
2433,1997,flathead.sole.DEPTH,106.2107344,EBS,distribution
2434,1998,flathead.sole.DEPTH,104.9643533,EBS,distribution
2435,1999,flathead.sole.DEPTH,111.0770083,EBS,distribution
2436,2000,flathead.sole.DEPTH,106.3521758,EBS,distribution
2437,2001,flathead.sole.DEPTH,106.475499,EBS,distribution
2438,2002,flathead.sole.DEPTH,106.9748438,EBS,distribution
2439,2003,flathead.sole.DEPTH,106.8080626,EBS,distribution
2440,2004,flathead.sole.DEPTH,107.1439214,EBS,distribution
2441,2005,flathead.sole.DEPTH,107.1947671,EBS,distribution
2442,2006,flathead.sole.DEPTH,108.373293,EBS,distribution
2443,2007,flathead.sole.DEPTH,106.825963,EBS,distribution
2444,2008,flathead.sole.DEPTH,107.6379095,EBS,distribution
2445,2009,flathead.sole.DEPTH,109.4111015,EBS,distribution
2446,2010,flathead.sole.DEPTH,107.7184365,EBS,distribution
2447,2011,flathead.sole.DEPTH,108.3749805,EBS,distribution
2448,2012,flathead.sole.DEPTH,108.004067,EBS,distribution
2449,2013,flathead.sole.DEPTH,107.1210525,EBS,distribution
2450,2014,flathead.sole.DEPTH,107.5029357,EBS,distribution
2451,2015,flathead.sole.DEPTH,107.1838952,EBS,distribution
2452,2016,flathead.sole.DEPTH,105.855327,EBS,distribution
2453,1983,Bering.flounder.DEPTH,66.02313169,EBS,distribution
2454,1984,Bering.flounder.DEPTH,65.85781487,EBS,distribution
2455,1985,Bering.flounder.DEPTH,65.59479221,EBS,distribution
2456,1986,Bering.flounder.DEPTH,66.69926414,EBS,distribution
2457,1987,Bering.flounder.DEPTH,66.19423627,EBS,distribution
2458,1988,Bering.flounder.DEPTH,66.65726965,EBS,distribution
2459,1989,Bering.flounder.DEPTH,66.2293348,EBS,distribution
2460,1990,Bering.flounder.DEPTH,66.24004844,EBS,distribution
2461,1991,Bering.flounder.DEPTH,65.91491506,EBS,distribution
2462,1992,Bering.flounder.DEPTH,65.84581772,EBS,distribution
2463,1993,Bering.flounder.DEPTH,66.76779688,EBS,distribution
2464,1994,Bering.flounder.DEPTH,68.38016853,EBS,distribution
2465,1995,Bering.flounder.DEPTH,67.98459506,EBS,distribution
2466,1996,Bering.flounder.DEPTH,65.92866294,EBS,distribution
2467,1997,Bering.flounder.DEPTH,66.59808489,EBS,distribution
2468,1998,Bering.flounder.DEPTH,65.42547009,EBS,distribution
2469,1999,Bering.flounder.DEPTH,73.22890076,EBS,distribution
2470,2000,Bering.flounder.DEPTH,67.19863544,EBS,distribution
2471,2001,Bering.flounder.DEPTH,67.06912281,EBS,distribution
2472,2002,Bering.flounder.DEPTH,65.78314923,EBS,distribution
2473,2003,Bering.flounder.DEPTH,65.34789414,EBS,distribution
2474,2004,Bering.flounder.DEPTH,65.51106347,EBS,distribution
2475,2005,Bering.flounder.DEPTH,65.86679153,EBS,distribution
2476,2006,Bering.flounder.DEPTH,67.64689544,EBS,distribution
2477,2007,Bering.flounder.DEPTH,66.11809887,EBS,distribution
2478,2008,Bering.flounder.DEPTH,66.50135891,EBS,distribution
2479,2009,Bering.flounder.DEPTH,67.73875358,EBS,distribution
2480,2010,Bering.flounder.DEPTH,65.81170987,EBS,distribution
2481,2011,Bering.flounder.DEPTH,66.28225968,EBS,distribution
2482,2012,Bering.flounder.DEPTH,66.15933013,EBS,distribution
2483,2013,Bering.flounder.DEPTH,65.26975603,EBS,distribution
2484,2014,Bering.flounder.DEPTH,65.71778626,EBS,distribution
2485,2015,Bering.flounder.DEPTH,66.65023768,EBS,distribution
2486,2016,Bering.flounder.DEPTH,66.37319939,EBS,distribution
2487,1982,yellowfin.sole.DEPTH,52.81709101,EBS,distribution
2488,1983,yellowfin.sole.DEPTH,52.63022765,EBS,distribution
2489,1984,yellowfin.sole.DEPTH,52.56540394,EBS,distribution
2490,1985,yellowfin.sole.DEPTH,52.57053183,EBS,distribution
2491,1986,yellowfin.sole.DEPTH,53.68902959,EBS,distribution
2492,1987,yellowfin.sole.DEPTH,52.40521703,EBS,distribution
2493,1988,yellowfin.sole.DEPTH,53.13997419,EBS,distribution
2494,1989,yellowfin.sole.DEPTH,52.79226082,EBS,distribution
2495,1990,yellowfin.sole.DEPTH,53.34500974,EBS,distribution
2496,1991,yellowfin.sole.DEPTH,52.77222356,EBS,distribution
2497,1992,yellowfin.sole.DEPTH,53.42556108,EBS,distribution
2498,1993,yellowfin.sole.DEPTH,52.49368095,EBS,distribution
2499,1994,yellowfin.sole.DEPTH,53.05733838,EBS,distribution
2500,1995,yellowfin.sole.DEPTH,53.35522373,EBS,distribution
2501,1996,yellowfin.sole.DEPTH,52.86167187,EBS,distribution
2502,1997,yellowfin.sole.DEPTH,53.20688111,EBS,distribution
2503,1998,yellowfin.sole.DEPTH,53.76073219,EBS,distribution
2504,1999,yellowfin.sole.DEPTH,55.16416527,EBS,distribution
2505,2000,yellowfin.sole.DEPTH,54.09909753,EBS,distribution
2506,2001,yellowfin.sole.DEPTH,54.15240111,EBS,distribution
2507,2002,yellowfin.sole.DEPTH,53.18988663,EBS,distribution
2508,2003,yellowfin.sole.DEPTH,52.60711959,EBS,distribution
2509,2004,yellowfin.sole.DEPTH,52.4488958,EBS,distribution
2510,2005,yellowfin.sole.DEPTH,52.24772549,EBS,distribution
2511,2006,yellowfin.sole.DEPTH,52.91691139,EBS,distribution
2512,2007,yellowfin.sole.DEPTH,52.51039065,EBS,distribution
2513,2008,yellowfin.sole.DEPTH,52.69342459,EBS,distribution
2514,2009,yellowfin.sole.DEPTH,52.54002216,EBS,distribution
2515,2010,yellowfin.sole.DEPTH,52.02174264,EBS,distribution
2516,2011,yellowfin.sole.DEPTH,51.66096361,EBS,distribution
2517,2012,yellowfin.sole.DEPTH,52.67949493,EBS,distribution
2518,2013,yellowfin.sole.DEPTH,52.10776162,EBS,distribution
2519,2014,yellowfin.sole.DEPTH,51.65661893,EBS,distribution
2520,2015,yellowfin.sole.DEPTH,52.1458404,EBS,distribution
2521,2016,yellowfin.sole.DEPTH,52.42679668,EBS,distribution
2522,1982,longhead.dab.DEPTH,39.91028686,EBS,distribution
2523,1983,longhead.dab.DEPTH,41.01562219,EBS,distribution
2524,1984,longhead.dab.DEPTH,40.13449883,EBS,distribution
2525,1985,longhead.dab.DEPTH,38.43725721,EBS,distribution
2526,1986,longhead.dab.DEPTH,37.13289816,EBS,distribution
2527,1987,longhead.dab.DEPTH,34.95401286,EBS,distribution
2528,1988,longhead.dab.DEPTH,35.28334741,EBS,distribution
2529,1989,longhead.dab.DEPTH,36.76924774,EBS,distribution
2530,1990,longhead.dab.DEPTH,37.66238379,EBS,distribution
2531,1991,longhead.dab.DEPTH,40.28612224,EBS,distribution
2532,1992,longhead.dab.DEPTH,36.51460496,EBS,distribution
2533,1993,longhead.dab.DEPTH,35.56561744,EBS,distribution
2534,1994,longhead.dab.DEPTH,34.66816712,EBS,distribution
2535,1995,longhead.dab.DEPTH,34.17530495,EBS,distribution
2536,1996,longhead.dab.DEPTH,36.42408704,EBS,distribution
2537,1997,longhead.dab.DEPTH,34.75988863,EBS,distribution
